Treatment Pressure of Stage 1,Treatment Pressure of Stage 2,Treatment Pressure of Stage 3,Treatment Pressure of Stage 4,Treatment Pressure of Stage 5,Treatment Pressure of Stage 6,Treatment Volume of Stage 1,Treatment Volume of Stage 2,Treatment Volume of Stage 3,Treatment Volume of Stage 4,Treatment Volume of Stage 5,Treatment Volume of Stage 6,Fracture Spacing,NPV,Length of Fracture 1,Width of Fracture 1,Length of Fracture 2,Width of Fracture 2,Length of Fracture 3,Width of Fracture 3,Length of Fracture 4,Width of Fracture 4,Length of Fracture 5,Width of Fracture 5,Length of Fracture 6,Width of Fracture 6,Length of Fracture 7,Width of Fracture 7,Length of Fracture 8,Width of Fracture 8,Length of Fracture 9,Width of Fracture 9,Length of Fracture 10,Width of Fracture 10,Length of Fracture 11,Width of Fracture 11,Length of Fracture 12,Width of Fracture 12,Length of Fracture 13,Width of Fracture 13,Length of Fracture 14,Width of Fracture 14,Length of Fracture 15,Width of Fracture 15,Length of Fracture 16,Width of Fracture 16,Length of Fracture 17,Width of Fracture 17,Length of Fracture 18,Width of Fracture 18,Length of Fracture 19,Width of Fracture 19,Length of Fracture 20,Width of Fracture 20,Length of Fracture 21,Width of Fracture 21,Length of Fracture 22,Width of Fracture 22,Length of Fracture 23,Width of Fracture 23,Length of Fracture 24,Width of Fracture 24,Average of Fracture Length,Average of Fracture Width,Variation of Fracture Length,Variation of Fracture Width,Average Area of Fracture
22.484,22.0576,29.6056,25.1368,25.2592,22.6952,3574.0,3835.0,3587.6,2239.0,3927.0,3996.4,10.543,16315400,185.579,0.0121233,43.3978,0.003416,43.3978,0.003416,185.579,0.0121233,12.0,0.0002361,97.0858,0.0047813,15.9408,7.62e-05,185.934,0.0097987,36.0664,0.0795301,17.2179,0.0,22.7524,0.0115842,32.359,0.03242,12.0,0.0,55.0853,0.0132695,30.9813,0.0019375,98.632,0.0241819,36.3896,0.0052198,85.1797,0.0135131,37.8365,0.0032104,150.903,0.0260649,12.0,0.0,39.3279,0.0028524,16.5239,0.0002787,185.514,0.013419,68.23679583333335,0.011393849999999999,3977.4618866343303,0.00029057618239565215,0.25990876798083334
25.7288,22.1984,24.2976,26.912,23.9896,26.3488,3382.0,2149.6,2513.0,2047.8,3955.2,3830.4,14.635,20330100,73.0465,0.0242437,46.1941,0.0106561,46.1941,0.0106561,73.0465,0.0242437,12.0,0.0,64.4623,0.0031179,92.6575,0.0050914,185.046,0.0104476,69.8167,0.0247149,47.2376,0.0079102,44.5982,0.0075289,71.318,0.0181033,35.8681,0.0217802,31.2209,0.0125181,30.0432,0.0107688,40.5987,0.0250459,12.0,0.0,136.679,0.0167463,71.9349,0.007294,162.674,0.0188656,58.3978,0.0270345,53.0368,0.0145738,46.651,0.0113849,75.9439,0.0272224,65.86107499999999,0.014164512499999999,1808.0254103680431,7.251544046896739e-05,0.43318152547166666
24.4504,29.7648,25.1048,23.836,24.06,27.0944,3970.8,3102.0,3358.2,3641.0,2485.8,2282.4,22.264,26064400,91.1544,0.0198083,74.8527,0.0142937,74.8527,0.0142937,91.1544,0.0198083,32.4041,0.0326124,30.8621,0.0266088,30.8458,0.0262678,34.1558,0.0356602,46.7836,0.0116882,73.6609,0.0186633,65.5687,0.0155937,80.2977,0.0223065,65.8984,0.0082468,106.871,0.0149395,93.3815,0.0125556,120.754,0.017752,58.2273,0.0117102,66.9907,0.0134701,63.6311,0.012314,76.8972,0.0174823,32.5072,0.0219032,31.7496,0.0190141,31.7207,0.0186803,35.2262,0.0255304,62.935325000000006,0.018800141666666662,715.8051942428261,4.5714934405144944e-05,0.5800968528597916
29.4512,25.0816,29.1048,28.1352,26.4536,26.3912,2661.8,3206.6,2324.6,2903.0,2296.2,2036.4,36.616,31477500,25.2853,0.0344828,24.7749,0.0318428,24.7749,0.0318428,25.2853,0.0344828,53.6262,0.0206964,54.977,0.0205034,55.0574,0.0205929,57.273,0.0226325,24.1526,0.030595,24.2378,0.0301312,24.2988,0.0302816,24.8041,0.0328174,30.4369,0.0289298,30.9201,0.0290125,30.9883,0.0291137,31.8482,0.0318276,32.4126,0.022242,33.4985,0.0231075,33.6122,0.0232185,34.6266,0.0254443,29.4506,0.0215627,30.1385,0.0220955,30.2318,0.0221974,31.0551,0.0242589,33.240279166666674,0.026829666666666672,112.48433393041664,2.3558916951014478e-05,0.4334754482270833
24.1184,22.556,27.1392,22.2496,28.5752,27.5872,2525.2,3834.8,2887.2,3758.8,2861.6,2477.0,18.232,22187400,75.8361,0.0174691,56.3325,0.0102186,56.3325,0.0102186,75.8361,0.0174691,28.1319,0.0019967,159.949,0.0107044,108.048,0.0069777,185.692,0.0121789,44.6275,0.0277889,37.5422,0.0166983,37.3056,0.0163561,45.7696,0.0271287,12.0,0.0,147.169,0.0090124,109.846,0.005633,185.184,0.0105963,35.4003,0.0326502,29.9315,0.0187609,29.9749,0.018809,35.1855,0.0302859,29.4756,0.0123863,37.6981,0.0206127,35.7044,0.0165928,43.9822,0.0286312,68.4564375,0.015798991666666668,2727.9758832311413,7.766694983731885e-05,0.4544651257264583
22.8752,22.3688,28.9112,29.544,23.6352,29.3384,2872.6,2321.2,3520.4,3332.4,2685.2,2484.0,15.016,19747700,138.682,0.0132643,77.8156,0.0063651,77.8156,0.0063651,138.682,0.0132643,27.0879,0.0020704,137.569,0.0082031,79.2644,0.0043645,185.78,0.011403,42.8652,0.0434744,30.0204,0.0142705,30.7209,0.0159911,40.1856,0.032546,31.1816,0.0160765,37.107,0.0233185,33.6621,0.0158666,47.1779,0.03703,12.0,0.0,91.2967,0.0115015,80.2312,0.0069885,144.698,0.016973,32.3145,0.0357384,25.8828,0.0154482,25.936,0.0157002,32.1864,0.0315168,66.67344999999999,0.0165725,2375.019224824348,0.0001356833254121739,0.4713824327370833
24.2904,26.7536,23.5944,27.3736,25.272,26.2656,2996.0,2600.6,3737.0,2038.8,2932.0,3465.0,10.3,16384600,103.984,0.0197066,38.2287,0.003917,38.2287,0.003917,103.984,0.0197066,35.492,0.0796575,20.0666,6.35e-05,21.5922,0.0063826,32.6822,0.0221643,12.0,0.0,120.211,0.0131487,19.167,0.0003917,185.34,0.0172925,36.1588,0.0564626,18.4797,0.0001076,21.4282,0.0072481,31.0449,0.024096,12.0,0.0,75.8258,0.0187069,21.4379,0.0004561,107.469,0.0244027,37.2709,0.0113188,61.5022,0.0151157,32.8687,0.0031877,104.375,0.0290239,53.784895833333344,0.015686420833333332,1989.1778552838948,0.00035770551577911234,0.409230863435625
22.328,27.892,28.7304,29.7912,28.9888,24.6152,2332.6,3655.8,3003.6,2110.6,2659.4,2162.4,16.582,19691500,139.697,0.0107189,84.1915,0.0055535,84.1915,0.0055535,139.697,0.0107189,50.9002,0.0369316,37.6039,0.0161968,37.8146,0.0166437,49.2684,0.0305819,32.2253,0.017695,35.8628,0.0210435,34.1124,0.0170937,44.1153,0.0329835,23.1782,0.0182059,24.5731,0.0201435,24.326,0.0178539,28.6071,0.03183,27.1291,0.0139021,34.5199,0.0230746,31.9523,0.0169171,40.6227,0.0332378,12.0,0.0001151,65.2813,0.0156404,52.2685,0.0091165,81.148,0.019969,50.63692083333333,0.018405016666666663,1123.3824900130253,8.906398550927535e-05,0.4331087524931248
26.1688,24.6776,23.2616,24.696,29.6608,28.7144,3889.2,2112.2,3193.6,3372.4,2496.6,2005.0,33.151,31725800,53.083,0.0267924,50.541,0.0237678,50.541,0.0237678,53.083,0.0267924,40.2311,0.0152852,43.3457,0.0169613,43.6042,0.0170317,45.7217,0.0192703,85.713,0.0139988,89.4356,0.0137039,88.7219,0.0136806,94.5284,0.0154547,61.6601,0.0190412,62.4647,0.0186692,62.5946,0.0186897,66.1627,0.0211077,24.7054,0.0323523,24.6417,0.0310759,24.7064,0.0312147,25.4026,0.0347096,22.9153,0.0262989,23.4645,0.0273021,23.5277,0.0274129,24.1423,0.0303875,49.3724,0.022698691666666663,546.4248291199999,4.3556985261666674e-05,0.5407659880093751
28.7704,24.8984,23.0144,27.6184,24.992,27.8048,3297.4,2269.4,2395.2,2200.4,3801.8,2225.4,25.519,26899200,36.816,0.0335533,34.0842,0.026832,34.0842,0.026832,36.816,0.0335533,40.5385,0.0119587,51.9694,0.0168618,50.8532,0.0158898,56.6177,0.0202987,65.1855,0.0086369,89.1377,0.011699,83.4929,0.0106391,97.0324,0.0137134,28.7769,0.0251047,27.8703,0.0216636,27.9081,0.0216094,29.7469,0.0268075,66.8192,0.0184923,72.4686,0.0178639,69.5159,0.0173632,79.1614,0.022151,28.159,0.0237154,28.14,0.0222698,28.2238,0.0222012,30.145,0.0276248,49.73178333333334,0.02072228333333333,511.6222822405796,4.534766475536233e-05,0.4996569605085417
23.1976,27.9368,24.9656,25.252,28.1792,28.352,2874.0,2330.6,3164.0,2215.8,2535.2,3855.8,21.655,24346800,102.422,0.0143976,81.3428,0.0100837,81.3428,0.0100837,102.422,0.0143976,32.5356,0.0265719,30.5102,0.0206799,30.4805,0.0204179,33.9144,0.0282991,51.0134,0.0131213,71.5593,0.0174207,63.1683,0.0146285,78.3704,0.0215324,42.1762,0.0138343,46.6343,0.0155723,45.645,0.0145397,53.52,0.0209258,31.1167,0.0238238,30.972,0.0216198,30.948,0.0211184,34.5639,0.0294161,38.5377,0.0232784,42.3551,0.0248514,41.3387,0.0232963,47.8162,0.0330933,51.86272916666667,0.019875162499999998,514.7711767169383,3.7781459354619564e-05,0.4933438476285417
23.5144,23.9224,24.068,22.48,28.6448,23.4832,3135.8,2634.2,2953.4,3475.6,2085.4,3284.8,20.245,25159700,101.771,0.0157353,77.5019,0.0104106,77.5019,0.0104106,101.771,0.0157353,62.8758,0.0107286,76.1994,0.0129126,68.113,0.0109707,89.8659,0.0172516,63.4558,0.0103376,82.9976,0.0138972,72.7532,0.011582,97.5094,0.0181533,51.0922,0.003062,160.728,0.0102054,122.05,0.0077158,185.274,0.0118144,26.8929,0.0283556,24.7199,0.0199638,24.725,0.0198575,27.2243,0.0282528,12.0,0.0007225,127.044,0.015566,91.7943,0.0104106,134.41,0.0162554,81.6779375,0.013762800000000004,1910.3481336598368,4.142255734000001e-05,0.49604243287187494
22.7408,23.5352,22.5912,28.3344,27.9928,25.3704,3346.8,2005.0,3446.6,3682.8,3460.4,3990.6,36.763,35662600,109.509,0.0134644,104.471,0.0123077,104.471,0.0123077,109.509,0.0134644,52.2332,0.0140832,52.9641,0.0139734,53.1499,0.0140276,55.2419,0.0154122,115.046,0.0121239,117.567,0.0117502,116.913,0.0117584,122.944,0.0128833,36.1148,0.0332339,35.5388,0.0311627,35.5837,0.0312094,36.6831,0.0341735,33.5887,0.028747,34.5056,0.0294271,34.6237,0.0295682,35.6874,0.032391,58.1436,0.0221127,60.1299,0.0221578,60.2321,0.0222538,62.7374,0.0244313,68.23282916666666,0.020767699999999997,1124.245236695199,7.117042341130437e-05,0.7168504625070832
27.2,29.4944,22.512,24.3384,28.4432,23.9744,2254.4,3334.2,2407.6,2438.2,3394.0,3367.4,27.13,27765200,32.6281,0.0264537,30.7531,0.021898,30.7531,0.021898,32.6281,0.0264537,31.5445,0.0308469,32.0701,0.0299649,32.1081,0.0298553,34.2193,0.0362075,12.0,0.0011749,123.069,0.0115143,111.1,0.0096765,129.052,0.0119373,54.3073,0.0162594,53.8297,0.0150355,53.6816,0.014896,58.7475,0.0182664,34.0888,0.0291401,33.6595,0.0267088,33.7422,0.0266725,36.0667,0.0324084,69.37,0.0137682,86.0763,0.0153828,81.3562,0.0146919,91.7043,0.0181569,54.939812499999995,0.020802829166666665,1054.6362947472285,7.548850536563404e-05,0.5174385797735416
29.6456,22.0808,27.6456,25.6544,26.748,28.2976,3634.8,3297.2,2078.0,2399.8,3920.4,3059.2,34.966,32727400,30.3757,0.0374169,29.5099,0.0339288,29.5099,0.0339288,30.3757,0.0374169,133.114,0.0089592,156.075,0.0093072,150.55,0.0092619,160.198,0.010253,26.3667,0.0269711,25.9794,0.0251644,26.0036,0.0251974,26.6669,0.0276666,38.1745,0.0205018,39.2022,0.0206749,39.2905,0.0207421,40.7922,0.023045,47.0141,0.0267662,47.6864,0.0262674,47.7861,0.0263403,49.8492,0.0292858,30.394,0.0286846,30.9917,0.0290375,31.1172,0.0291997,32.1212,0.0323247,54.13100416666668,0.024930925000000003,1989.865385547373,7.106238846630435e-05,0.6005459971960416
27.3064,25.0792,29.7664,26.7048,29.8736,27.932,2529.6,2014.6,3670.2,3142.6,3354.0,2488.2,12.739,16970800,46.4021,0.0279971,30.1742,0.0093762,30.1742,0.0093762,46.4021,0.0279971,12.0,5.46e-05,56.8781,0.0141821,38.197,0.0053121,82.5452,0.0226922,42.7618,0.0899284,28.6583,0.0085585,28.9131,0.0143471,42.6491,0.0365506,13.1956,0.0,58.1062,0.0195447,40.3251,0.0077347,83.6905,0.0298852,39.2751,0.0179779,35.8116,0.0194574,32.5406,0.0127993,52.866,0.0390641,21.8293,0.0023232,40.1449,0.0173164,32.3542,0.0091263,57.1493,0.0326152,41.37681666666667,0.019759025000000003,315.446002291884,0.0003477715971697826,0.37288936464312483
29.6552,22.0856,24.6224,23.536,29.4408,28.8808,3092.2,3978.6,3673.2,2724.8,2974.8,3854.2,12.457,17564300,42.6317,0.0364385,28.2886,0.0121639,28.2886,0.0121639,42.6317,0.0364385,12.0,0.0,15.408,0.001443,15.7927,0.0007722,185.123,0.0109071,61.8621,0.0462655,38.2046,0.0044764,42.6827,0.0072097,78.5019,0.0201024,15.5941,0.0006825,106.821,0.0116666,54.5743,0.0046239,157.718,0.0170855,39.442,0.0563602,24.6337,0.0078827,26.2037,0.0130058,36.8379,0.0335843,27.5377,0.0050733,51.3263,0.0270215,34.988,0.0088352,68.6382,0.038232,51.48877083333334,0.017184775,1861.8625068047645,0.0002557956370402174,0.3357937048522917
22.0032,24.3976,27.7208,23.8424,24.0688,27.4936,2270.2,2364.0,3768.8,2336.2,2170.0,3942.6,29.92,30680500,117.563,0.0092308,109.292,0.0080443,109.292,0.0080443,117.563,0.0092308,50.4764,0.0172055,49.4268,0.0157439,49.4623,0.0157189,52.7867,0.0184116,39.9003,0.0284023,39.8518,0.0269283,39.9426,0.0269315,42.3427,0.0314766,51.409,0.0118624,62.0576,0.0146111,61.5108,0.0143169,66.3034,0.0168517,49.7559,0.0141219,52.4694,0.0147455,52.5663,0.0146889,56.2943,0.017246,42.8264,0.0282034,42.6142,0.0265514,42.6991,0.0265448,45.3805,0.0310397,60.15777083333333,0.0185896875,645.0584494551994,5.7633743753315204e-05,0.5472222997258335
24.676,23.0696,28.1232,22.244,24.48,24.7584,3378.6,3821.2,2382.6,2732.8,2676.4,3847.4,16.063,22038400,90.1865,0.0204484,58.8346,0.0104526,58.8346,0.0104526,90.1865,0.0204484,20.3737,0.0015037,148.647,0.0118628,95.2935,0.0073975,186.054,0.0146178,33.3365,0.0297586,27.5864,0.0149521,27.565,0.0148748,33.6434,0.0277431,12.0,0.0,180.723,0.009401,103.305,0.0043199,227.42,0.0107897,69.2624,0.0213692,53.0016,0.0100493,49.6423,0.0091601,73.9617,0.0189585,57.6506,0.009093,96.7071,0.0167787,67.1289,0.0103689,118.149,0.0217286,82.4788875,0.013605387499999998,3120.6468434480967,5.617278469679349e-05,0.49359914599
29.6792,24.7704,28.2,29.7944,29.3392,29.4112,2692.0,3340.4,2097.8,3318.8,2457.2,3610.0,28.528,26870900,25.1745,0.0336092,24.2084,0.0288618,24.2084,0.0288618,25.1745,0.0336092,59.8013,0.0178102,64.1756,0.0176693,63.1597,0.0175329,68.8604,0.0210247,26.002,0.0257338,25.9756,0.0244805,26.0669,0.0245601,27.2622,0.0288521,28.1716,0.0313527,28.6406,0.0308298,28.6913,0.0308115,30.1524,0.0363545,26.6818,0.0274232,27.8416,0.0289902,27.9283,0.0289754,29.3207,0.0341714,31.1673,0.030124,32.2557,0.0305987,32.311,0.0305518,34.1827,0.0362539,34.05893749999999,0.028293445833333333,195.47055944592393,2.975658331737319e-05,0.4666377362058334
24.4584,24.9888,29.8312,28.8264,27.2808,24.4,3108.0,3008.4,3034.6,3176.4,3750.6,3876.0,15.244,20509000,88.9401,0.0194802,55.3889,0.0091645,55.3889,0.0091645,88.9401,0.0194802,53.0735,0.0113672,71.2316,0.0147066,52.8486,0.0092207,92.0047,0.0220637,36.2014,0.036014,29.9704,0.0183281,29.5425,0.0173787,38.1154,0.0354699,28.4922,0.0089296,42.9486,0.024679,37.0414,0.0148901,53.7942,0.035408,30.8664,0.0052938,59.5153,0.021837,47.9005,0.0135203,77.6662,0.0314476,15.3888,0.0007404,111.26,0.0148309,80.5286,0.0099129,154.464,0.0206467,59.64634583333332,0.017665608333333332,998.1786066912863,9.27593959703623e-05,0.49847202063604173
29.0096,27.5456,23.8744,27.2424,25.9664,25.8816,3588.4,3507.4,2165.4,2216.8,2649.0,2114.6,39.202,34582600,34.087,0.0367796,33.2909,0.0341298,33.2909,0.0341298,34.087,0.0367796,36.4153,0.0283465,37.3904,0.0289696,37.5093,0.0291105,38.5318,0.0314722,48.1386,0.0145535,51.3098,0.015569,51.5385,0.0156596,53.228,0.0169653,29.0997,0.0261812,29.158,0.0256826,29.2212,0.0257784,29.8505,0.0277235,37.5798,0.022534,38.3312,0.0227055,38.4292,0.0227962,39.4831,0.0246428,34.1605,0.0212932,34.9344,0.0217158,35.0464,0.0218198,35.9493,0.0235662,37.50253333333333,0.02537100833333333,48.181882451884064,4.0845496647753636e-05,0.4771530465856249
22.8408,25.94,25.9872,29.5328,27.2112,25.9816,3416.4,3980.2,3116.0,3333.0,3573.4,3736.4,31.159,31625200,113.617,0.0136452,104.799,0.0118659,104.799,0.0118659,113.617,0.0136452,54.9816,0.0241748,54.1078,0.0224771,54.1632,0.0224643,57.609,0.0258832,43.2444,0.020666,45.4761,0.0216891,45.6619,0.0217101,48.3618,0.0250622,28.4191,0.0320438,28.627,0.0312863,28.726,0.0313988,29.8896,0.0358666,39.9584,0.0251452,41.9068,0.025869,41.956,0.0258951,44.2915,0.0298555,50.9763,0.0216666,54.4094,0.0226524,54.4011,0.0226063,57.9181,0.0260937,55.91321250000001,0.02356367916666666,678.742887837663,3.935003673041667e-05,0.651807506119375
24.6696,23.7352,26.2368,22.7872,25.9904,22.9408,2068.4,2485.0,3871.4,3125.0,2527.2,3349.2,25.006,28289800,47.1184,0.0183778,42.8206,0.0143903,42.8206,0.0143903,47.1184,0.0183778,61.088,0.0121567,71.3466,0.0134233,68.2496,0.0126086,78.2973,0.0163949,55.8313,0.0227669,55.6052,0.0210862,55.2393,0.0207181,62.1285,0.0265232,68.6848,0.0060209,132.623,0.0118913,117.266,0.0102461,144.184,0.0132978,41.9477,0.021488,40.4323,0.0185621,40.3728,0.0183795,44.3424,0.023444,89.0591,0.0100225,125.813,0.0118119,108.865,0.0107018,133.294,0.0139219,73.93949583333334,0.015875079166666667,1167.2167071847646,2.5831866446938405e-05,0.5910624719847917
26.7728,25.1072,22.6416,26.8504,28.3336,27.1728,3099.4,3053.0,3475.8,2879.8,2928.8,3887.2,13.015,18224300,58.4116,0.0275542,35.6091,0.0096723,35.6091,0.0096723,58.4116,0.0275542,17.4772,0.0010179,78.6725,0.0162634,48.3724,0.0069054,111.542,0.02365,12.0,0.0,85.8466,0.0043883,67.5329,0.0040851,185.527,0.0131089,49.1081,0.0446266,28.3841,0.0067763,30.0376,0.0099131,43.9189,0.0255051,36.639,0.0210222,36.8248,0.0172189,31.6999,0.0101592,51.2533,0.033342,25.9573,0.0031973,63.9037,0.0218318,43.1566,0.0093521,88.6563,0.0321349,55.18964999999999,0.015789645833333334,1342.9469515295648,0.00013690918959128622,0.40081272928020834
28.6696,28.7544,25.2496,22.548,23.9408,27.1648,2828.8,3996.6,2341.2,3470.0,3113.6,3729.2,32.527,32214600,28.4267,0.0320894,27.5167,0.0285962,27.5167,0.0285962,28.4267,0.0320894,35.2118,0.0315097,35.8894,0.0312034,35.9621,0.0312822,37.5506,0.0354547,40.4508,0.0169699,44.4497,0.019166,44.6023,0.0191852,46.9056,0.0218356,117.035,0.0111777,128.27,0.0111269,124.223,0.0110178,134.531,0.0125279,69.7069,0.0163656,70.1885,0.0158338,70.2029,0.0158199,74.6131,0.0179712,42.1796,0.0275436,42.0345,0.0262632,42.156,0.0263262,44.2422,0.0298952,58.01215833333333,0.0229102875,1158.0569099842753,6.322431602983696e-05,0.6557361691902084
22.6152,22.4912,29.2496,25.0064,29.2576,26.4144,3278.4,2370.2,2968.0,2911.8,3290.0,3738.4,36.001,34497200,113.678,0.0128578,108.042,0.011694,108.042,0.011694,113.678,0.0128578,85.4965,0.0104196,90.0825,0.0107982,90.2061,0.0108159,94.7778,0.0119273,29.3184,0.034738,28.8742,0.0324843,28.9086,0.0325411,29.6855,0.0356313,49.1991,0.0192396,51.5668,0.0197517,51.6783,0.0198377,53.8148,0.0219076,28.7809,0.0332614,28.8337,0.0324181,28.9093,0.0325495,29.6963,0.0356628,48.0453,0.0253317,49.4417,0.0253655,49.5433,0.025475,51.5538,0.0281188,60.07720416666667,0.022807445833333332,974.4611963186774,8.877366231911234e-05,0.6512356075641667
22.5696,29.116,23.936,28.2624,28.176,28.3224,2211.0,3962.6,2487.2,2694.2,2398.4,2496.6,13.258,17755100,131.189,0.0119195,62.6503,0.0043052,62.6503,0.0043052,131.189,0.0119195,44.3722,0.0571754,27.1201,0.009246,29.0879,0.0142384,40.6794,0.0334345,12.0,0.0,80.9216,0.0122431,57.8425,0.0051662,129.113,0.0184714,38.6936,0.0388844,27.1676,0.0105231,27.3492,0.0116578,37.8423,0.0294803,27.6828,0.008518,38.2282,0.0201399,31.4202,0.0095168,50.5314,0.032585,30.2734,0.0114088,37.5586,0.0184666,31.7505,0.0103773,50.94,0.0330998,51.593879166666675,0.017378425,1148.3593847808509,0.0001825471523697826,0.45573028252145836
24.6936,28.6352,29.8144,29.0448,25.8896,23.4712,3668.2,3847.0,2295.8,3165.6,2563.2,3105.0,11.08,16277400,110.597,0.0215954,45.1812,0.0056416,45.1812,0.0056416,110.597,0.0215954,42.6114,0.0476207,25.3884,0.0038513,30.5838,0.0116343,52.3087,0.0346783,27.9566,0.0240939,26.4655,0.0137805,23.3392,0.0076718,37.4484,0.0359211,23.4942,0.0027624,43.9917,0.0235925,29.5595,0.005596,64.6433,0.0393449,13.2961,0.0002155,43.6271,0.0063011,38.684,0.0064029,101.788,0.0276916,12.0,0.0,66.8698,0.0043289,37.9681,0.0037415,185.876,0.0177556,51.64400833333334,0.015477450000000002,1573.0745605164493,0.0001881040433095652,0.3302914634008333
26.9216,23.3152,22.6288,23.636,28.8808,29.2024,3810.8,2527.4,3125.2,2881.2,3544.8,2065.8,33.055,32280000,46.9338,0.0293711,44.7997,0.026036,44.7997,0.026036,46.9338,0.0293711,65.3589,0.0121088,75.1099,0.0135649,74.6598,0.0134716,79.3327,0.0152675,102.645,0.011072,111.337,0.0114009,109.895,0.0113059,117.909,0.0127815,70.2785,0.0149765,71.4681,0.014727,71.5256,0.0147261,75.8514,0.0166496,32.4624,0.0330285,32.0614,0.030911,32.1339,0.0309923,33.3661,0.0348595,23.431,0.0279877,24.0374,0.0291533,24.1209,0.0293066,24.7856,0.0325759,59.80152499999999,0.021736720833333334,902.1454393497826,7.569641332346015e-05,0.6157274064068751
29.0696,23.7936,26.0568,22.1736,22.216,24.1944,2317.0,2249.8,2440.2,3946.8,3443.4,2199.8,38.803,35327800,24.8404,0.0330332,24.4242,0.030888,24.4242,0.030888,24.8404,0.0330332,52.6546,0.0152674,54.545,0.0154355,54.6705,0.0155069,56.5276,0.0168241,35.3625,0.0228103,35.5683,0.0224793,35.6664,0.0225699,36.6215,0.0244296,156.277,0.010431,162.184,0.0101859,161.063,0.0102485,167.662,0.0110166,132.996,0.0100645,139.89,0.0103322,140.701,0.0104547,145.267,0.0111238,48.2252,0.0172211,48.0356,0.0166311,48.1337,0.0166714,49.6695,0.0180767,77.5104,0.018150954166666667,2941.33156141826,5.94849341443297e-05,0.7022436613283333
23.708,29.3256,24.1728,22.2464,22.4272,25.0496,3886.4,2764.4,3999.0,2667.6,3780.8,2543.6,16.267,22160300,130.156,0.0169627,80.5037,0.009176,80.5037,0.009176,130.156,0.0169627,31.748,0.0331537,26.8751,0.0177073,26.8172,0.0174546,32.3131,0.0316841,12.0,0.0,130.446,0.0179142,78.0178,0.0092359,147.691,0.019508,12.0,0.00058,124.377,0.0064378,92.1409,0.0049472,185.528,0.0106681,86.7515,0.0055128,150.274,0.008579,91.7919,0.0054637,186.019,0.0115654,58.4134,0.0214988,46.2633,0.0110381,44.3537,0.0102318,62.4909,0.0205903,85.31796666666666,0.013168675,2773.1358813510146,7.175330792195653e-05,0.5191950716541666
27.112,23.9152,25.5608,28.8776,24.2208,28.8264,2344.8,2134.0,3204.2,2113.2,2558.0,2915.0,11.308,16071200,45.4573,0.0273738,26.9514,0.0067502,26.9514,0.0067502,45.4573,0.0273738,12.0,0.0,68.0085,0.0098651,41.4917,0.0032817,127.702,0.0189441,48.4286,0.0171705,58.5433,0.0141779,40.2023,0.0047181,98.1687,0.0253456,30.3158,0.0377006,21.8932,0.0076926,21.9069,0.0088571,30.7077,0.0294173,12.0,0.0,82.9581,0.0144668,37.0799,0.0024335,124.085,0.0197564,38.3218,0.065738,22.0474,0.0031888,24.0086,0.0103632,35.0094,0.030678,46.654012500000015,0.0163351375,1023.8110290776625,0.00022709643012157614,0.3414745944116666
29.3824,25.104,27.1072,22.692,22.3816,24.392,3893.6,2554.6,2441.8,3815.8,3066.4,2016.8,22.909,25909200,38.1403,0.0356164,34.3952,0.0266717,34.3952,0.0266717,38.1403,0.0356164,37.3813,0.0091495,57.3599,0.0177448,54.3106,0.0153706,63.5535,0.0213643,34.5332,0.0210842,35.0092,0.0201372,34.9705,0.0197113,38.9541,0.0265745,16.9354,0.0011219,175.9,0.0125748,136.459,0.0095908,185.915,0.0130411,103.448,0.0066808,152.984,0.0092768,129.233,0.0082361,172.749,0.0113098,49.2686,0.0154131,47.6422,0.0132397,47.1666,0.0128749,53.9187,0.0175832,73.86511666666668,0.016943983333333336,2871.9989594518834,7.570344752318843e-05,0.6212424199041666
24.2824,27.6472,22.78,26.1784,22.684,24.8128,2176.0,3505.8,2552.4,2093.6,2999.2,3241.4,17.365,22141600,64.1382,0.0175024,47.5858,0.0095724,47.5858,0.0095724,64.1382,0.0175024,46.0496,0.0264005,41.5267,0.0183866,40.2307,0.016825,52.1283,0.0301455,12.0,0.0,125.404,0.0106412,97.2434,0.0067854,163.894,0.0130641,41.8005,0.0222694,35.8862,0.0135506,35.3827,0.0129292,44.2164,0.0229835,12.0,0.0,160.603,0.0115896,101.727,0.0067306,186.225,0.0127961,71.6189,0.0204678,62.1858,0.0128127,56.784,0.0112102,81.3845,0.0207391,70.48911249999999,0.01435319583333333,2170.75846460375,5.502636029172101e-05,0.5068479481235416
28.8072,22.8592,28.9824,23.5896,27.7104,29.0944,3538.8,3305.8,2874.6,2322.8,2193.2,2838.4,35.284,32715100,33.3745,0.0350137,32.3592,0.0317398,32.3592,0.0317398,33.3745,0.0350137,97.2282,0.0124895,105.539,0.012567,104.125,0.0125711,110.131,0.013948,28.7076,0.0330734,28.319,0.0309981,28.3572,0.0310576,29.1481,0.0341581,56.5251,0.0138331,60.7511,0.01442,60.7498,0.0144595,63.5955,0.0160626,26.1461,0.0263875,26.0728,0.0254436,26.1328,0.0255469,26.7974,0.0280169,28.2269,0.0318093,28.4988,0.0314662,28.5554,0.0315589,29.3597,0.0347212,46.8514125,0.0253373125,832.8090872089674,7.66497120759239e-05,0.5587188739083333
